Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged
1102185726,"Jul 26, 2017, 7:12:35 AM","Pizza, swim, run, hike",Run,,10851,15.24,,false,,activities/1102185726.gpx,70.30680084228516,,10851.0,10272.0,15246.400390625,7.0,,223.65899658203125,,-0.5,409.5,46.20000076293945,-2.5448598861694336,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104299988,"Jul 27, 2017, 1:29:37 PM",Walk to Baiardo with Julie ,Walk,"",14043,17.88,,false,,activities/1104299988.gpx,70.30680084228516,,14043.0,12268.0,17885.099609375,4.699999809265137,,616.676025390625,,375.20001220703125,904.0,49.29999923706055,-0.16438299417495728,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105364163,"Jul 28, 2017, 8:08:45 AM",Beach Trek V,Hike,"",12300,16.29,,false,,activities/1105364163.gpx,70.30680084228516,,12300.0,10727.0,16296.0,8.199999809265137,,222.61099243164062,,3.9000000953674316,407.79998779296875,46.79999923706055,-2.376039981842041,,,,,,,,,1407.7227783203125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105636418,"Jul 28, 2017, 1:27:49 PM",Ceriana to the beach,Ride,,3320,19.14,,false,,activities/1105636418.gpx,70.30680084228516,,3320.0,2740.0,19148.599609375,13.199999809265137,,157.30599975585938,,0.0,426.0,37.400001525878906,-2.1458499431610107,,,,,,,,106.0780029296875,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105718066,"Jul 28, 2017, 3:29:40 PM",What comes down must go up. ,Ride,,3222,15.94,,false,,activities/1105718066.gpx,70.30680084228516,,3222.0,3167.0,15941.5,11.699999809265137,,502.58099365234375,,3.9000000953674316,426.0,50.0,2.468400001525879,,,,,,,,157.1959991455078,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107265607,"Jul 29, 2017, 12:52:30 PM",Annual trip to the hardware store,Ride,"",10598,38.17,,false,,activities/1107265607.gpx,70.30680084228516,,10598.0,7058.0,38171.3984375,11.899999618530273,,762.5910034179688,,3.5,426.0,49.0,-0.001309880055487156,,,,,,,,130.02699279785156,1023.2695922851562,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110168065,"Jul 31, 2017, 8:22:08 AM",Swinehart Seaside Stroll,Walk,"",6495,7.31,,false,,activities/1110168065.gpx,70.30680084228516,,6495.0,5750.0,7310.0,11.199999809265137,,373.2049865722656,,-4.599999904632568,217.0,49.599998474121094,2.5526700019836426,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110302012,"Jul 31, 2017, 10:51:37 AM",Walk to the beach,Walk,,2050,1.83,,false,,activities/1110302012.gpx,,,2050.0,1751.0,1829.800048828125,6.5,,22.682300567626953,,14.399999618530273,186.5,44.20000076293945,-8.591099739074707,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110466396,"Jul 31, 2017, 12:15:25 PM",Snorkeling with the stars...,Walk,"",6617,6.03,,false,,activities/1110466396.gpx,70.30680084228516,,6617.0,5007.0,6038.10009765625,11.0,,260.3810119628906,,0.0,71.30000305175781,47.900001525878906,-0.23186099529266357,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113375147,"Aug 2, 2017, 7:00:16 AM",A great day for up!,Ride,,2323,10.01,,false,,activities/1113375147.gpx,70.30680084228516,,2323.0,2323.0,10015.599609375,11.600000381469727,,428.614013671875,,55.20000076293945,426.0,42.599998474121094,3.411679983139038,,,,,,,,169.11900329589844,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
